teams_codes_concat,pm_market_id,pm_slug,pm_yes_token,pm_no_token,pm_best_bid,pm_best_ask,pm_question,pm_event_start_utc,kalshi_event_ticker,kalshi_market_ticker,kalshi_strike_utc
BUFCIN,789078,nfl-cin-buf-2025-12-07-1h-total-26pt5,,,0.3,0.57,Bengals vs. Bills: 1H O/U 26.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-1H-TOTAL-O26_5,
BUFCIN,789076,nfl-cin-buf-2025-12-07-team-total-buf-28pt5,,,0.07,0.74,Bills Team Total: O/U 28.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-TOTAL-O28_5,
BUFCIN,704940,nfl-cin-buf-2025-12-07-total-53pt5,,,0.48,0.51,Bengals vs. Bills: O/U 53.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-TOTAL-O53_5,
BUFCIN,821316,nfl-cin-buf-2025-12-07-team-total-buf-38pt5,,,0.15,0.85,Bills Team Total: O/U 38.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-TOTAL-O38_5,
BUFCIN,725535,nfl-cin-buf-2025-12-07-spread-home-6pt5,,,0.45,0.48,Spread: Bills (-6.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-SPREAD-CIN-6_5,
BUFCIN,800658,nfl-cin-buf-2025-12-07-spread-home-5pt5,,,0.51,0.52,Spread: Bills (-5.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-SPREAD-CIN-5_5,
BUFCIN,800659,nfl-cin-buf-2025-12-07-total-52pt5,,,0.52,0.55,Bengals vs. Bills: O/U 52.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-TOTAL-O52_5,
BUFCIN,819255,nfl-cin-buf-2025-12-07-team-total-buf-23pt5,,,0.16,0.78,Bills Team Total: O/U 23.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-TOTAL-O23_5,
BUFCIN,789079,nfl-cin-buf-2025-12-07-1h-moneyline,,,0.29,0.63,Bengals vs. Bills: 1H Moneyline,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-CIN,
BUFCIN,806303,nfl-cin-buf-2025-12-07-team-total-cin-24pt5,,,0.26,0.89,Bengals Team Total: O/U 24.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-TOTAL-O24_5,
BUFCIN,790125,nfl-cin-buf-2025-12-07-team-total-cin-23pt5,,,0.07,0.74,Bengals Team Total: O/U 23.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-TOTAL-O23_5,
BUFCIN,782319,nfl-cin-buf-2025-12-07-total-51pt5,,,0.55,0.58,Bengals vs. Bills: O/U 51.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-TOTAL-O51_5,
BUFCIN,700753,nfl-cin-buf-2025-12-07,,,0.29,0.31,Bengals vs. Bills,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-CIN,
BUFCIN,823815,nfl-cin-buf-2025-12-07-team-total-buf-31pt5,,,0.05,0.96,Bills Team Total: O/U 31.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-TOTAL-O31_5,
BUFCIN,782530,nfl-cin-buf-2025-12-07-team-total-cin-22pt5,,,0.1,0.74,Bengals Team Total: O/U 22.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-TOTAL-O22_5,
BUFCIN,704939,nfl-cin-buf-2025-12-07-spread-home-7pt5,,,0.4,0.43,Spread: Bills (-7.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-SPREAD-CIN-7_5,
BUFCIN,782528,nfl-cin-buf-2025-12-07-team-total-buf-29pt5,,,0.25,0.72,Bills Team Total: O/U 29.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07CINBUF,KXNFLGAME-25DEC07CINBUF-TOTAL-O29_5,
CLETEN,704958,nfl-ten-cle-2025-12-07-spread-home-4pt5,,,0.44,0.47,Spread: Browns (-4.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-SPREAD-TEN-4_5,
CLETEN,801376,nfl-ten-cle-2025-12-07-team-total-cle-19pt5,,,0.26,0.75,Browns Team Total: O/U 19.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O19_5,
CLETEN,795942,nfl-ten-cle-2025-12-07-1h-spread-home-2pt5,,,0.47,0.54,1H Spread: Browns (-2.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-1H-SPREAD-TEN-2_5,
CLETEN,789762,nfl-ten-cle-2025-12-07-1h-moneyline,,,0.36,0.42,Titans vs. Browns: 1H Moneyline,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TEN,
CLETEN,782599,nfl-ten-cle-2025-12-07-team-total-ten-13pt5,,,0.11,0.74,Titans Team Total: O/U 13.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O13_5,
CLETEN,704959,nfl-ten-cle-2025-12-07-total-34pt5,,,0.47,0.49,Titans vs. Browns: O/U 34.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O34_5,
CLETEN,790559,nfl-ten-cle-2025-12-07-team-total-ten-14pt5,,,0.09,0.74,Titans Team Total: O/U 14.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O14_5,
CLETEN,782367,nfl-ten-cle-2025-12-07-total-33pt5,,,0.5,0.53,Titans vs. Browns: O/U 33.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O33_5,
CLETEN,789760,nfl-ten-cle-2025-12-07-team-total-ten-15pt5,,,0.05,0.73,Titans Team Total: O/U 15.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O15_5,
CLETEN,790970,nfl-ten-cle-2025-12-07-spread-home-3pt5,,,0.48,0.51,Spread: Browns (-3.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-SPREAD-TEN-3_5,
CLETEN,819291,nfl-ten-cle-2025-12-07-team-total-cle-13pt5,,,0.13,0.74,Browns Team Total: O/U 13.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O13_5,
CLETEN,790192,nfl-ten-cle-2025-12-07-1h-spread-home-1pt5,,,0.1,0.74,1H Spread: Browns (-1.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-1H-SPREAD-TEN-1_5,
CLETEN,790971,nfl-ten-cle-2025-12-07-1h-total-17pt5,,,0.33,0.71,Titans vs. Browns: 1H O/U 17.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-1H-TOTAL-O17_5,
CLETEN,700745,nfl-ten-cle-2025-12-07,,,0.34,0.36,Titans vs. Browns,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TEN,
CLETEN,782598,nfl-ten-cle-2025-12-07-team-total-cle-18pt5,,,0.26,0.74,Browns Team Total: O/U 18.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O18_5,
CLETEN,789761,nfl-ten-cle-2025-12-07-1h-total-16pt5,,,0.5,0.56,Titans vs. Browns: 1H O/U 16.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-1H-TOTAL-O16_5,
CLETEN,819291,nfl-ten-cle-2025-12-07-team-total-cle-13pt5,,,0.06,0.74,Browns Team Total: O/U 13.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O13_5,
CLETEN,790971,nfl-ten-cle-2025-12-07-1h-total-17pt5,,,0.33,0.71,Titans vs. Browns: 1H O/U 17.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-1H-TOTAL-O17_5,
CLETEN,700745,nfl-ten-cle-2025-12-07,,,0.34,0.36,Titans vs. Browns,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TEN,
CLETEN,704958,nfl-ten-cle-2025-12-07-spread-home-4pt5,,,0.44,0.47,Spread: Browns (-4.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-SPREAD-TEN-4_5,
CLETEN,801376,nfl-ten-cle-2025-12-07-team-total-cle-19pt5,,,0.26,0.75,Browns Team Total: O/U 19.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O19_5,
CLETEN,795942,nfl-ten-cle-2025-12-07-1h-spread-home-2pt5,,,0.47,0.54,1H Spread: Browns (-2.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-1H-SPREAD-TEN-2_5,
CLETEN,789762,nfl-ten-cle-2025-12-07-1h-moneyline,,,0.36,0.42,Titans vs. Browns: 1H Moneyline,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TEN,
CLETEN,782599,nfl-ten-cle-2025-12-07-team-total-ten-13pt5,,,0.11,0.74,Titans Team Total: O/U 13.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O13_5,
CLETEN,704959,nfl-ten-cle-2025-12-07-total-34pt5,,,0.47,0.49,Titans vs. Browns: O/U 34.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O34_5,
CLETEN,790559,nfl-ten-cle-2025-12-07-team-total-ten-14pt5,,,0.09,0.74,Titans Team Total: O/U 14.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O14_5,
CLETEN,782367,nfl-ten-cle-2025-12-07-total-33pt5,,,0.5,0.53,Titans vs. Browns: O/U 33.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O33_5,
CLETEN,789760,nfl-ten-cle-2025-12-07-team-total-ten-15pt5,,,0.05,0.73,Titans Team Total: O/U 15.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O15_5,
CLETEN,790970,nfl-ten-cle-2025-12-07-spread-home-3pt5,,,0.48,0.51,Spread: Browns (-3.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-SPREAD-TEN-3_5,
CLETEN,790192,nfl-ten-cle-2025-12-07-1h-spread-home-1pt5,,,0.1,0.74,1H Spread: Browns (-1.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-1H-SPREAD-TEN-1_5,
CLETEN,782598,nfl-ten-cle-2025-12-07-team-total-cle-18pt5,,,0.26,0.74,Browns Team Total: O/U 18.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O18_5,
CLETEN,789761,nfl-ten-cle-2025-12-07-1h-total-16pt5,,,0.5,0.56,Titans vs. Browns: 1H O/U 16.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-1H-TOTAL-O16_5,
CLETEN,789762,nfl-ten-cle-2025-12-07-1h-moneyline,,,0.36,0.42,Titans vs. Browns: 1H Moneyline,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TEN,
CLETEN,782599,nfl-ten-cle-2025-12-07-team-total-ten-13pt5,,,0.06,0.74,Titans Team Total: O/U 13.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O13_5,
CLETEN,704959,nfl-ten-cle-2025-12-07-total-34pt5,,,0.47,0.49,Titans vs. Browns: O/U 34.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O34_5,
CLETEN,789761,nfl-ten-cle-2025-12-07-1h-total-16pt5,,,0.5,0.56,Titans vs. Browns: 1H O/U 16.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-1H-TOTAL-O16_5,
CLETEN,790559,nfl-ten-cle-2025-12-07-team-total-ten-14pt5,,,0.09,0.74,Titans Team Total: O/U 14.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O14_5,
CLETEN,782367,nfl-ten-cle-2025-12-07-total-33pt5,,,0.5,0.53,Titans vs. Browns: O/U 33.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O33_5,
CLETEN,789760,nfl-ten-cle-2025-12-07-team-total-ten-15pt5,,,0.05,0.73,Titans Team Total: O/U 15.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O15_5,
CLETEN,819291,nfl-ten-cle-2025-12-07-team-total-cle-13pt5,,,0.06,0.74,Browns Team Total: O/U 13.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O13_5,
CLETEN,790971,nfl-ten-cle-2025-12-07-1h-total-17pt5,,,0.33,0.71,Titans vs. Browns: 1H O/U 17.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-1H-TOTAL-O17_5,
CLETEN,700745,nfl-ten-cle-2025-12-07,,,0.34,0.36,Titans vs. Browns,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TEN,
CLETEN,704958,nfl-ten-cle-2025-12-07-spread-home-4pt5,,,0.44,0.47,Spread: Browns (-4.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-SPREAD-TEN-4_5,
CLETEN,801376,nfl-ten-cle-2025-12-07-team-total-cle-19pt5,,,0.26,0.75,Browns Team Total: O/U 19.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O19_5,
CLETEN,795942,nfl-ten-cle-2025-12-07-1h-spread-home-2pt5,,,0.47,0.54,1H Spread: Browns (-2.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-1H-SPREAD-TEN-2_5,
CLETEN,790970,nfl-ten-cle-2025-12-07-spread-home-3pt5,,,0.48,0.51,Spread: Browns (-3.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-SPREAD-TEN-3_5,
CLETEN,790192,nfl-ten-cle-2025-12-07-1h-spread-home-1pt5,,,0.1,0.74,1H Spread: Browns (-1.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-1H-SPREAD-TEN-1_5,
CLETEN,782598,nfl-ten-cle-2025-12-07-team-total-cle-18pt5,,,0.26,0.74,Browns Team Total: O/U 18.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07TENCLE,KXNFLGAME-25DEC07TENCLE-TOTAL-O18_5,
ATLSEA,784378,nfl-sea-atl-2025-12-07-total-43pt5,,,0.52,0.55,Seahawks vs. Falcons: O/U 43.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O43_5,
ATLSEA,791972,nfl-sea-atl-2025-12-07-team-total-atl-18pt5,,,0.09,0.74,Falcons Team Total: O/U 18.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O18_5,
ATLSEA,782611,nfl-sea-atl-2025-12-07-team-total-sea-26pt5,,,0.25,0.8,Seahawks Team Total: O/U 26.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O26_5,
ATLSEA,704962,nfl-sea-atl-2025-12-07-spread-away-7pt5,,,0.44,0.46,Spread: Seahawks (-7.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-SPREAD-NFL-7_5,
ATLSEA,789775,nfl-sea-atl-2025-12-07-1h-total-22pt5,,,0.48,0.54,Seahawks vs. Falcons: 1H O/U 22.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-1H-TOTAL-O22_5,
ATLSEA,789776,nfl-sea-atl-2025-12-07-1h-moneyline,,,0.36,0.71,Seahawks vs. Falcons: 1H Moneyline,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-SEA,
ATLSEA,704963,nfl-sea-atl-2025-12-07-total-44pt5,,,0.49,0.51,Seahawks vs. Falcons: O/U 44.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O44_5,
ATLSEA,782610,nfl-sea-atl-2025-12-07-team-total-atl-16pt5,,,0.07,0.74,Falcons Team Total: O/U 16.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O16_5,
ATLSEA,790204,nfl-sea-atl-2025-12-07-1h-spread-away-4pt5,,,0.45,0.5,1H Spread: Seahawks (-4.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-1H-SPREAD-NFL-4_5,
ATLSEA,812162,nfl-sea-atl-2025-12-07-team-total-atl-10pt5,,,0.06,0.75,Falcons Team Total: O/U 10.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O10_5,
ATLSEA,700743,nfl-sea-atl-2025-12-07,,,0.75,0.76,Seahawks vs. Falcons,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-SEA,
ATLSEA,814858,nfl-sea-atl-2025-12-07-team-total-sea-16pt5,,,0.26,0.91,Seahawks Team Total: O/U 16.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O16_5,
ATLSEA,789774,nfl-sea-atl-2025-12-07-team-total-atl-17pt5,,,0.06,0.73,Falcons Team Total: O/U 17.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O17_5,
ATLSEA,789774,nfl-sea-atl-2025-12-07-team-total-atl-17pt5,,,0.08,0.72,Falcons Team Total: O/U 17.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O17_5,
ATLSEA,704963,nfl-sea-atl-2025-12-07-total-44pt5,,,0.49,0.51,Seahawks vs. Falcons: O/U 44.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O44_5,
ATLSEA,824589,nfl-sea-atl-2025-12-07-1h-spread-away-3pt5,,,0.0,1.0,1H Spread: Seahawks (-3.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-1H-SPREAD-NFL-3_5,
ATLSEA,784378,nfl-sea-atl-2025-12-07-total-43pt5,,,0.52,0.55,Seahawks vs. Falcons: O/U 43.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O43_5,
ATLSEA,791972,nfl-sea-atl-2025-12-07-team-total-atl-18pt5,,,0.09,0.74,Falcons Team Total: O/U 18.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O18_5,
ATLSEA,782611,nfl-sea-atl-2025-12-07-team-total-sea-26pt5,,,0.25,0.8,Seahawks Team Total: O/U 26.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O26_5,
ATLSEA,704962,nfl-sea-atl-2025-12-07-spread-away-7pt5,,,0.44,0.46,Spread: Seahawks (-7.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-SPREAD-NFL-7_5,
ATLSEA,789775,nfl-sea-atl-2025-12-07-1h-total-22pt5,,,0.48,0.54,Seahawks vs. Falcons: 1H O/U 22.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-1H-TOTAL-O22_5,
ATLSEA,789776,nfl-sea-atl-2025-12-07-1h-moneyline,,,0.36,0.71,Seahawks vs. Falcons: 1H Moneyline,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-SEA,
ATLSEA,782610,nfl-sea-atl-2025-12-07-team-total-atl-16pt5,,,0.07,0.74,Falcons Team Total: O/U 16.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O16_5,
ATLSEA,790204,nfl-sea-atl-2025-12-07-1h-spread-away-4pt5,,,0.45,0.5,1H Spread: Seahawks (-4.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-1H-SPREAD-NFL-4_5,
ATLSEA,812162,nfl-sea-atl-2025-12-07-team-total-atl-10pt5,,,0.06,0.75,Falcons Team Total: O/U 10.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O10_5,
ATLSEA,700743,nfl-sea-atl-2025-12-07,,,0.75,0.76,Seahawks vs. Falcons,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-SEA,
ATLSEA,814858,nfl-sea-atl-2025-12-07-team-total-sea-16pt5,,,0.26,0.91,Seahawks Team Total: O/U 16.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O16_5,
ATLSEA,791972,nfl-sea-atl-2025-12-07-team-total-atl-18pt5,,,0.09,0.74,Falcons Team Total: O/U 18.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O18_5,
ATLSEA,700743,nfl-sea-atl-2025-12-07,,,0.75,0.76,Seahawks vs. Falcons,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-SEA,
ATLSEA,782611,nfl-sea-atl-2025-12-07-team-total-sea-26pt5,,,0.26,0.79,Seahawks Team Total: O/U 26.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O26_5,
ATLSEA,704962,nfl-sea-atl-2025-12-07-spread-away-7pt5,,,0.44,0.46,Spread: Seahawks (-7.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-SPREAD-NFL-7_5,
ATLSEA,789775,nfl-sea-atl-2025-12-07-1h-total-22pt5,,,0.48,0.54,Seahawks vs. Falcons: 1H O/U 22.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-1H-TOTAL-O22_5,
ATLSEA,814858,nfl-sea-atl-2025-12-07-team-total-sea-16pt5,,,0.26,0.91,Seahawks Team Total: O/U 16.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O16_5,
ATLSEA,789776,nfl-sea-atl-2025-12-07-1h-moneyline,,,0.36,0.71,Seahawks vs. Falcons: 1H Moneyline,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-SEA,
ATLSEA,789774,nfl-sea-atl-2025-12-07-team-total-atl-17pt5,,,0.08,0.72,Falcons Team Total: O/U 17.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O17_5,
ATLSEA,704963,nfl-sea-atl-2025-12-07-total-44pt5,,,0.49,0.51,Seahawks vs. Falcons: O/U 44.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O44_5,
ATLSEA,824589,nfl-sea-atl-2025-12-07-1h-spread-away-3pt5,,,0.0,1.0,1H Spread: Seahawks (-3.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-1H-SPREAD-NFL-3_5,
ATLSEA,784378,nfl-sea-atl-2025-12-07-total-43pt5,,,0.52,0.55,Seahawks vs. Falcons: O/U 43.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O43_5,
ATLSEA,782610,nfl-sea-atl-2025-12-07-team-total-atl-16pt5,,,0.07,0.74,Falcons Team Total: O/U 16.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07SEAATL,KXNFLGAME-25DEC07SEAATL-TOTAL-O16_5,
